                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     10,                0.77939,                0.97473,                0.64526,                0.90941,                0.79597,                0.67947,                 0.6967,                0.46302,                0.78998,                0.65174,                0.67002,                0.41249,                0.79782,                 1.0675,                0.66017,                0.90659,              0.0098218,              0.0098218,              0.0098218
                     11,                0.77861,                0.94486,                 0.6307,                0.90518,                0.70063,                0.64648,                0.61412,                0.42978,                 0.7266,                0.58986,                0.59526,                 0.3844,                0.77936,                 1.0059,                0.74843,                0.90068,               0.009802,               0.009802,               0.009802
                     12,                0.75985,                  0.935,                0.61172,                0.90068,                0.77081,                0.70252,                0.72159,                0.48875,                0.72447,                0.66525,                0.67545,                0.42179,                0.75076,                 1.0518,                0.56812,                0.89072,              0.0097822,              0.0097822,              0.0097822
                     13,                0.75379,                 0.9297,                0.59918,                0.90101,                0.76321,                0.68948,                0.69431,                0.47607,                0.72414,                0.68059,                0.66909,                0.39662,                0.75585,                 1.0702,                0.60617,                0.88931,              0.0097624,              0.0097624,              0.0097624
                     14,                0.74644,                0.91383,                0.57943,                0.89434,                 0.7837,                0.72819,                0.71873,                0.47207,                0.72221,                0.64373,                  0.637,                0.39646,                0.79763,                 1.0443,                0.58495,                0.90078,              0.0097426,              0.0097426,              0.0097426
                     15,                0.73679,                0.91045,                0.57437,                0.89333,                 0.8393,                0.69618,                0.72771,                0.48967,                0.81947,                0.66887,                0.69346,                 0.4107,                0.76058,                  1.059,                0.56873,                0.89656,              0.0097228,              0.0097228,              0.0097228
                     16,                0.73465,                0.89245,                0.56026,                0.88951,                 0.7688,                0.72525,                0.71729,                0.46087,                0.71116,                0.66865,                0.64657,                0.40584,                0.73672,                 1.0073,                0.54434,                0.88822,               0.009703,               0.009703,               0.009703
                     17,                0.73136,                0.89084,                0.54206,                0.88938,                0.81892,                 0.7397,                0.73035,                0.50405,                0.83744,                0.68733,                0.69851,                 0.4184,                0.70693,                0.97087,                0.52097,                0.87186,              0.0096832,              0.0096832,              0.0096832
                     18,                0.71502,                0.87225,                0.53172,                0.88652,                0.79448,                0.70503,                0.72075,                0.49028,                0.79343,                 0.6338,                0.66207,                0.40058,                0.73032,                 1.1395,                0.54307,                0.88854,              0.0096634,              0.0096634,              0.0096634
                     19,                 0.7121,                0.86116,                0.52303,                0.88288,                0.77482,                0.70077,                0.71088,                0.49207,                0.76221,                0.66173,                0.66725,                0.41601,                0.72229,                 1.0532,                0.55298,                0.88696,              0.0096436,              0.0096436,              0.0096436
                     20,                0.71129,                0.85788,                0.51731,                0.88208,                0.76053,                 0.7137,                 0.7019,                0.48116,                0.72281,                 0.6852,                0.66589,                0.42257,                0.72346,                 1.0341,                0.53975,                0.88423,              0.0096238,              0.0096238,              0.0096238
                     21,                0.69737,                0.87129,                0.50461,                0.88426,                0.80469,                0.71849,                0.71172,                0.48694,                0.76244,                0.67735,                0.65547,                0.40996,                0.72248,                0.99367,                0.51831,                0.88264,               0.009604,               0.009604,               0.009604
                     22,                0.69846,                0.86442,                0.50318,                0.88447,                0.75809,                0.74923,                0.72926,                0.51432,                0.73606,                0.73251,                0.70817,                0.45843,                0.71206,                0.94383,                0.50094,                0.88291,              0.0095842,              0.0095842,              0.0095842
                     23,                0.68832,                0.85252,                0.49535,                0.87241,                0.78504,                0.69111,                 0.7122,                0.47427,                0.71126,                0.60831,                0.63277,                0.40802,                0.70889,                 1.0864,                0.57945,                 0.8811,              0.0095644,              0.0095644,              0.0095644
                     24,                0.67922,                0.83957,                0.48087,                0.87217,                 0.7824,                0.67296,                0.70951,                0.50016,                0.74218,                0.64571,                0.66333,                0.40361,                0.70669,                 1.0014,                0.53886,                0.88719,              0.0095446,              0.0095446,              0.0095446
                     25,                0.68237,                0.83555,                0.47755,                0.87667,                0.77731,                0.70861,                0.71371,                0.49997,                0.75626,                0.69098,                0.68804,                0.43409,                0.71583,                0.95913,                0.51316,                 0.8828,              0.0095248,              0.0095248,              0.0095248
                     26,                0.68149,                0.84099,                0.47438,                0.87151,                0.76893,                 0.7177,                0.70668,                 0.4901,                0.80051,                0.65242,                0.67101,                0.42341,                0.72267,                 1.0036,                  0.512,                0.87776,               0.009505,               0.009505,               0.009505
                     27,                0.67011,                0.83223,                0.46626,                 0.8687,                0.81898,                0.71189,                 0.7385,                0.51835,                0.80147,                0.69439,                0.71678,                0.43355,                0.71088,                0.93865,                0.47623,                0.87741,              0.0094852,              0.0094852,              0.0094852
                     28,                0.67288,                0.83364,                 0.4618,                0.86822,                 0.7745,                0.71324,                0.72741,                0.50169,                0.78917,                0.64517,                0.66445,                0.41836,                0.69196,                 1.0537,                0.53927,                0.87538,              0.0094654,              0.0094654,              0.0094654
                     29,                0.67191,                0.83246,                0.45965,                0.86742,                0.78372,                0.72916,                 0.7272,                0.49535,                0.78084,                0.66703,                0.67576,                0.41447,                0.73412,                  1.037,                0.52014,                0.88587,              0.0094456,              0.0094456,              0.0094456
                     30,                0.65057,                0.82041,                 0.4514,                0.86652,                0.82248,                0.72785,                0.70695,                0.48923,                0.79758,                0.69107,                0.67645,                0.41513,                0.72468,                 0.9453,                0.52491,                0.88997,              0.0094258,              0.0094258,              0.0094258
                     31,                0.66849,                0.80734,                0.45655,                0.86415,                0.84215,                 0.6941,                0.73493,                0.51993,                0.80968,                0.67086,                0.69493,                0.44911,                0.69688,                 1.0232,                0.50261,                 0.8723,               0.009406,               0.009406,               0.009406
                     32,                 0.6574,                0.81136,                0.44811,                0.86929,                0.79546,                0.75094,                0.72913,                0.51456,                0.75378,                0.71398,                0.68792,                 0.4273,                0.68654,                0.97505,                0.47915,                0.87613,              0.0093862,              0.0093862,              0.0093862
                     33,                0.65633,                0.80026,                0.44004,                0.86796,                0.78452,                0.67925,                0.68967,                0.47834,                0.76226,                0.64225,                0.65209,                0.41017,                0.71421,                 1.0157,                0.56646,                0.87878,              0.0093664,              0.0093664,              0.0093664
                     34,                0.65271,                0.79994,                0.43528,                0.86252,                0.79879,                0.72233,                0.74105,                0.50571,                0.75947,                0.68996,                0.69526,                0.44801,                 0.7018,                0.95224,                0.50464,                0.87702,              0.0093466,              0.0093466,              0.0093466
                     35,                0.64696,                 0.7966,                0.43244,                0.86308,                0.81684,                0.69046,                0.72343,                0.51893,                0.78775,                 0.6754,                0.69485,                0.44241,                0.69119,                 1.0004,                0.50988,                0.88188,              0.0093268,              0.0093268,              0.0093268
                     36,                0.64373,                0.80231,                0.42723,                0.86454,                0.82092,                0.70327,                0.72738,                0.51723,                0.76726,                0.66343,                0.66506,                0.42932,                0.68612,                 1.0197,                0.47907,                 0.8723,               0.009307,               0.009307,               0.009307
                     37,                0.63756,                0.79446,                0.41631,                0.85481,                0.80618,                0.73185,                0.71435,                0.49641,                 0.7564,                0.69609,                0.67318,                0.41026,                0.70067,                0.99331,                0.53009,                 0.8768,              0.0092872,              0.0092872,              0.0092872
                     38,                 0.6395,                0.79562,                0.41597,                0.85939,                0.82771,                0.73567,                0.72954,                0.50735,                0.79889,                0.69876,                 0.7025,                0.43147,                0.70136,                 1.0251,                 0.5112,                0.87879,              0.0092674,              0.0092674,              0.0092674
                     39,                0.63231,                0.78714,                0.41328,                0.86179,                0.77619,                0.72734,                0.73594,                0.51725,                0.75752,                0.69364,                0.70943,                0.43709,                0.66792,                 1.0109,                0.47258,                0.87248,              0.0092476,              0.0092476,              0.0092476
                     40,                0.62413,                0.78646,                0.41078,                0.85862,                0.78462,                0.74189,                0.73692,                0.51805,                0.77779,                0.67937,                0.69559,                0.43251,                0.68937,                 1.0043,                0.44757,                0.87446,              0.0092278,              0.0092278,              0.0092278
                     41,                0.62255,                0.78592,                0.40663,                0.85559,                0.79522,                0.72738,                0.73572,                0.52135,                0.76703,                 0.6817,                 0.6941,                0.44583,                0.69203,                0.98496,                0.47036,                0.87818,               0.009208,               0.009208,               0.009208
                     42,                0.62715,                0.77166,                0.41095,                0.85251,                0.79882,                 0.7489,                0.73467,                0.51664,                0.75389,                0.72214,                0.69968,                0.44105,                0.68622,                 1.0955,                0.45999,                0.87575,              0.0091882,              0.0091882,              0.0091882
                     43,                0.62478,                0.77376,                0.40226,                0.85575,                0.82067,                0.71778,                0.72808,                0.52046,                0.78268,                0.68289,                0.69211,                0.45219,                0.65988,                 0.9664,                0.49719,                0.86316,              0.0091684,              0.0091684,              0.0091684
                     44,                0.61486,                0.76959,                0.40284,                0.84965,                0.83122,                0.72298,                0.73504,                0.51385,                  0.794,                0.70595,                0.71208,                0.44931,                0.67637,                0.95393,                0.46233,                0.87904,              0.0091486,              0.0091486,              0.0091486
                     45,                 0.6201,                0.76772,                0.39636,                0.85167,                0.77725,                0.68696,                0.71229,                0.51565,                0.73579,                0.65917,                0.67229,                0.43388,                0.67432,                0.97255,                0.55316,                0.87235,              0.0091288,              0.0091288,              0.0091288
                     46,                0.62334,                0.76958,                0.39514,                0.85079,                0.77686,                0.72121,                0.71288,                0.51208,                0.75404,                0.71451,                0.70075,                0.44981,                0.69079,                 1.0084,                0.47905,                0.88361,               0.009109,               0.009109,               0.009109
                     47,                0.61424,                0.77078,                0.39171,                0.84856,                0.78877,                0.72984,                0.72588,                0.49919,                0.74392,                0.69434,                0.68067,                0.41877,                 0.6849,                 1.0107,                0.49884,                0.87554,              0.0090892,              0.0090892,              0.0090892
                     48,                0.61328,                0.74969,                0.39123,                0.85436,                0.83107,                0.68874,                 0.7096,                0.50286,                0.78894,                0.65735,                 0.6654,                 0.4271,                 0.6773,                 1.0503,                 0.5311,                0.87662,              0.0090694,              0.0090694,              0.0090694
                     49,                0.61437,                0.77487,                0.38992,                 0.8525,                0.83143,                0.70112,                0.71189,                0.49974,                0.78074,                0.66918,                0.67752,                0.42431,                0.69053,                 1.2347,                0.52184,                0.87751,              0.0090496,              0.0090496,              0.0090496
                     50,                0.60566,                0.75327,                0.38485,                0.84921,                0.78145,                0.71094,                0.71487,                 0.5063,                 0.7461,                 0.6819,                0.68573,                0.43481,                0.67254,                  1.157,                0.48004,                0.87702,              0.0090298,              0.0090298,              0.0090298
                     51,                0.59519,                0.74566,                0.37792,                0.84522,                0.84215,                0.72058,                0.72311,                0.52089,                0.79622,                0.69088,                0.68705,                0.42542,                0.66876,                0.99199,                0.48585,                0.86862,                0.00901,                0.00901,                0.00901
                     52,                 0.5947,                0.75377,                0.38183,                0.84912,                0.82617,                0.71437,                0.72049,                0.50299,                0.77776,                 0.6727,                0.67038,                0.42123,                 0.6732,                0.98902,                0.49592,                0.87341,              0.0089902,              0.0089902,              0.0089902
                     53,                0.59353,                 0.7397,                0.37645,                0.84338,                0.81934,                0.73739,                0.73559,                0.52523,                0.79716,                0.71103,                0.70302,                0.44102,                0.66022,                 1.0816,                 0.4858,                0.86742,              0.0089704,              0.0089704,              0.0089704
                     54,                0.59374,                0.75076,                0.37057,                0.84859,                0.82033,                0.74876,                0.73923,                0.52048,                0.79175,                0.70455,                0.70107,                 0.4519,                0.67572,                 1.0399,                0.45754,                0.88344,              0.0089506,              0.0089506,              0.0089506
                     55,                0.58585,                0.73745,                0.36645,                0.84258,                0.80376,                0.72651,                0.73956,                0.52625,                0.75569,                0.68887,                0.69026,                0.43585,                0.66182,                0.98942,                 0.4388,                0.87227,              0.0089308,              0.0089308,              0.0089308
                     56,                0.58115,                 0.7476,                0.36905,                0.84199,                0.80352,                0.69439,                0.70536,                0.50084,                0.77136,                0.66696,                 0.6765,                0.43272,                0.68127,                 1.0648,                0.53424,                0.87494,               0.008911,               0.008911,               0.008911
                     57,                0.59249,                0.75471,                0.37343,                0.84413,                0.81799,                0.70637,                0.71823,                0.51683,                0.75826,                0.66506,                0.66587,                 0.4356,                 0.6791,                0.99708,                0.51157,                0.87089,              0.0088912,              0.0088912,              0.0088912
                     58,                0.58913,                0.74252,                0.37189,                0.84557,                0.80154,                0.72986,                0.72857,                0.52231,                0.80636,                 0.6577,                0.67862,                0.43784,                0.67104,                 1.0339,                0.45568,                  0.877,              0.0088714,              0.0088714,              0.0088714
                     59,                0.58189,                0.74758,                0.36581,                0.83873,                0.81186,                0.72253,                0.73928,                0.52449,                0.79165,                0.66196,                0.68584,                0.43289,                0.67799,                 1.0124,                0.50084,                0.87848,              0.0088516,              0.0088516,              0.0088516
                     60,                0.58081,                0.73017,                0.36689,                0.84508,                0.79424,                0.69216,                0.70493,                0.50363,                0.74903,                0.65669,                0.65372,                 0.4243,                0.67895,                 1.1587,                0.54472,                0.87703,              0.0088318,              0.0088318,              0.0088318
                     61,                0.58039,                0.72763,                0.36037,                0.83906,                0.78728,                0.70456,                0.72511,                0.51562,                0.72142,                0.66469,                0.67214,                0.42173,                0.68125,                0.98614,                0.47275,                0.87965,               0.008812,               0.008812,               0.008812
                     62,                0.56841,                0.72605,                0.36438,                0.84425,                0.82669,                0.72304,                0.73429,                0.52079,                0.79746,                0.67326,                0.69415,                  0.435,                0.66259,                 1.0442,                0.43803,                0.87306,              0.0087922,              0.0087922,              0.0087922
                     63,                0.57029,                0.73028,                0.36017,                0.83955,                0.84006,                0.72347,                0.73642,                0.51657,                0.79842,                0.69899,                0.69583,                0.44943,                0.66615,                 1.0232,                0.47503,                0.87209,              0.0087724,              0.0087724,              0.0087724
                     64,                0.57154,                0.71179,                0.35412,                0.83816,                0.80133,                0.72716,                0.72932,                0.51319,                0.77253,                 0.6786,                0.68637,                0.43227,                0.68553,                 1.0557,                0.49637,                0.88418,              0.0087526,              0.0087526,              0.0087526
                     65,                0.57169,                 0.7181,                0.35115,                0.83863,                0.80658,                0.71446,                0.71644,                0.50668,                0.72808,                0.68802,                0.67222,                0.43192,                0.67522,                  1.071,                 0.4929,                0.87712,              0.0087328,              0.0087328,              0.0087328
                     66,                 0.5676,                0.73484,                0.34732,                0.84282,                0.81078,                0.71256,                0.73659,                0.52248,                0.82567,                0.65082,                0.69301,                0.43499,                0.66133,                 1.1432,                0.49756,                0.87235,               0.008713,               0.008713,               0.008713
                     67,                0.56034,                0.72065,                0.34574,                0.83921,                0.82444,                0.72433,                0.74259,                0.52875,                0.78466,                0.69525,                0.70387,                0.44929,                0.65018,                 1.0802,                0.46251,                 0.8701,              0.0086932,              0.0086932,              0.0086932
                     68,                0.56601,                0.70514,                0.34115,                0.83335,                0.79278,                0.71416,                0.72816,                0.50794,                0.74454,                 0.6658,                0.67469,                0.43013,                0.65989,                 1.0989,                0.48901,                0.86332,              0.0086734,              0.0086734,              0.0086734
                     69,                0.55796,                0.71162,                0.34668,                0.83795,                0.84149,                0.72961,                0.74205,                0.51659,                0.79782,                 0.7075,                  0.698,                0.44279,                0.66179,                 1.1084,                0.48455,                0.86748,              0.0086536,              0.0086536,              0.0086536
                     70,                0.56087,                0.71712,                0.34372,                0.83468,                 0.7983,                 0.7223,                0.73772,                0.52925,                0.78869,                0.69164,                0.70193,                0.44562,                0.66556,                 1.1421,                0.49535,                0.87556,              0.0086338,              0.0086338,              0.0086338
                     71,                0.56023,                0.69857,                0.34448,                0.83475,                0.80615,                0.71857,                0.72669,                0.51527,                0.80299,                0.66286,                0.67717,                0.44576,                0.64435,                 1.1384,                0.49789,                0.85809,               0.008614,               0.008614,               0.008614
                     72,                0.55276,                0.72151,                0.34394,                0.83228,                 0.8202,                0.72407,                0.73012,                0.52175,                0.78998,                0.65613,                0.66446,                0.44342,                0.66318,                  1.063,                0.46442,                0.87041,              0.0085942,              0.0085942,              0.0085942
                     73,                0.55978,                0.71212,                0.34589,                0.83163,                0.85212,                0.70679,                0.73067,                 0.5223,                0.78238,                0.69282,                0.70536,                0.45572,                0.65544,                 1.0934,                  0.509,                0.86467,              0.0085744,              0.0085744,              0.0085744
                     74,                0.55134,                0.70107,                0.33633,                0.83347,                0.79968,                0.71493,                0.72088,                0.51394,                0.81632,                0.65491,                0.68668,                0.43256,                0.65945,                 1.0933,                 0.5163,                0.86819,              0.0085546,              0.0085546,              0.0085546
                     75,                0.55137,                0.70605,                0.33314,                0.82946,                0.82542,                 0.7042,                0.72314,                 0.5238,                0.76389,                0.65832,                0.67291,                0.43451,                0.66468,                 1.1438,                0.54065,                0.87299,              0.0085348,              0.0085348,              0.0085348
                     76,                 0.5494,                0.70082,                0.33615,                0.83411,                0.83289,                0.71799,                0.73985,                0.52105,                 0.7982,                0.68502,                0.69874,                0.43312,                 0.6705,                 1.1162,                0.48064,                0.88131,               0.008515,               0.008515,               0.008515
                     77,                0.54392,                0.69865,                0.33758,                 0.8277,                0.83365,                 0.7114,                0.73498,                0.52076,                0.80196,                0.67894,                0.69738,                0.43386,                0.69114,                 1.1025,                0.47892,                0.87751,              0.0084952,              0.0084952,              0.0084952
                     78,                0.53953,                 0.6905,                0.33046,                0.82885,                0.81431,                0.72819,                0.74048,                 0.5232,                0.76627,                0.68998,                0.69233,                0.43805,                0.69514,                   1.06,                0.46935,                0.88154,              0.0084754,              0.0084754,              0.0084754
                     79,                0.54268,                0.69469,                0.33454,                0.82825,                0.82585,                0.73896,                0.74505,                0.52856,                0.79176,                 0.6897,                0.70225,                0.45441,                0.65431,                 1.0421,                0.45778,                0.86349,              0.0084556,              0.0084556,              0.0084556
                     80,                 0.5454,                0.69017,                0.32756,                0.83077,                0.79469,                0.72585,                0.73089,                0.51502,                0.75242,                0.69201,                0.69378,                0.44006,                0.65179,                 1.0641,                0.48695,                0.85868,              0.0084358,              0.0084358,              0.0084358
                     81,                0.54731,                0.68901,                0.32851,                0.83116,                0.83279,                0.69224,                 0.7312,                 0.5206,                0.79797,                0.67946,                0.69532,                 0.4349,                0.67383,                 1.1277,                0.50615,                0.87383,               0.008416,               0.008416,               0.008416
                     82,                0.52811,                0.69234,                0.31961,                 0.8236,                0.81635,                0.71898,                0.72528,                0.52273,                 0.8016,                0.66222,                0.68305,                0.42651,                0.67181,                 1.1753,                0.50528,                0.87716,              0.0083962,              0.0083962,              0.0083962
                     83,                0.53316,                0.67948,                0.31982,                0.83037,                0.82212,                0.71488,                0.73311,                0.51988,                0.76525,                0.66333,                0.67294,                0.42509,                0.67938,                 1.1422,                0.46263,                0.87207,              0.0083764,              0.0083764,              0.0083764
                     84,                0.53161,                0.69622,                0.31483,                0.83125,                0.81801,                0.72115,                0.73393,                0.52706,                0.84406,                 0.6709,                0.70012,                0.43732,                0.66017,                 1.1117,                0.47505,                0.87769,              0.0083566,              0.0083566,              0.0083566
                     85,                0.53533,                0.69191,                0.32363,                0.83173,                0.83115,                0.72512,                0.73203,                 0.5268,                0.80594,                0.69026,                0.70107,                0.43815,                0.68247,                 1.1543,                0.48574,                0.87624,              0.0083368,              0.0083368,              0.0083368
                     86,                0.53066,                0.68391,                0.32121,                0.82881,                 0.8519,                0.71915,                0.73948,                 0.5236,                0.82778,                0.66479,                 0.6948,                0.42343,                 0.6671,                 1.1039,                0.47593,                 0.8745,               0.008317,               0.008317,               0.008317
                     87,                 0.5268,                 0.6844,                0.31566,                0.82736,                0.82207,                0.70238,                0.72054,                0.51142,                0.76596,                0.66525,                0.67746,                0.43021,                0.66287,                 1.1049,                0.49437,                0.87277,              0.0082972,              0.0082972,              0.0082972
                     88,                0.53165,                0.67845,                 0.3176,                0.82806,                0.83452,                0.73833,                0.73374,                0.52153,                0.78991,                 0.6969,                  0.694,                0.42685,                0.66645,                 1.1027,                0.48254,                0.86845,              0.0082774,              0.0082774,              0.0082774
                     89,                0.52574,                0.67466,                0.31605,                0.82655,                 0.8442,                0.72738,                0.73911,                0.53076,                0.83689,                0.69499,                0.71005,                0.44534,                0.65745,                 1.1439,                0.47346,                0.87193,              0.0082576,              0.0082576,              0.0082576
                     90,                0.51795,                0.68034,                0.30934,                0.82352,                0.83807,                0.70529,                0.73457,                0.52328,                0.78876,                0.67799,                0.68908,                0.43912,                0.66543,                 1.1207,                0.49444,                0.87151,              0.0082378,              0.0082378,              0.0082378
                     91,                0.51361,                0.67116,                0.31262,                 0.8211,                0.84155,                0.72092,                0.75443,                0.52776,                0.81527,                0.68451,                0.71102,                0.44324,                0.66424,                 1.1042,                0.45527,                0.87839,               0.008218,               0.008218,               0.008218
                     92,                0.52561,                0.67603,                 0.3163,                 0.8287,                0.81794,                0.69163,                0.72125,                0.51232,                0.77735,                 0.6371,                0.67766,                0.43044,                0.68582,                  1.115,                0.51443,                 0.8884,              0.0081982,              0.0081982,              0.0081982
                     93,                0.51923,                0.67228,                0.30991,                0.82681,                0.87387,                0.69531,                0.73232,                0.51566,                0.82625,                0.65648,                0.68928,                0.44653,                0.68332,                 1.1422,                 0.4928,                0.88291,              0.0081784,              0.0081784,              0.0081784
                     94,                0.52164,                  0.674,                0.31084,                0.82396,                0.84756,                0.70231,                0.71799,                0.50965,                0.81879,                0.66078,                0.67718,                0.43566,                0.68604,                 1.1776,                0.48828,                0.87941,              0.0081586,              0.0081586,              0.0081586
                     95,                0.50876,                0.67154,                0.30582,                0.82009,                0.84444,                0.72987,                0.75007,                0.52214,                0.83203,                0.68613,                 0.7125,                0.44681,                0.65325,                 1.2276,                0.47387,                0.86541,              0.0081388,              0.0081388,              0.0081388
                     96,                0.50875,                0.67075,                0.30607,                0.82237,                0.85335,                0.70788,                0.74237,                0.51591,                0.83292,                0.67461,                0.69871,                0.43588,                0.67262,                 1.0913,                0.47294,                0.88322,               0.008119,               0.008119,               0.008119
                     97,                0.50745,                0.66783,                0.30476,                0.81855,                0.87188,                0.72306,                0.73625,                0.52992,                 0.8318,                0.70054,                0.70747,                0.44063,                0.67817,                 1.1557,                0.48768,                0.87441,              0.0080992,              0.0080992,              0.0080992
                     98,                0.50402,                0.66892,                0.30674,                0.81826,                0.83462,                0.72787,                0.74618,                0.52756,                0.79502,                0.69821,                0.70532,                 0.4499,                0.67773,                 1.0769,                0.46592,                0.87567,              0.0080794,              0.0080794,              0.0080794
                     99,                 0.5094,                0.65499,                0.30454,                0.81976,                 0.8435,                0.72413,                 0.7326,                0.52208,                0.80581,                0.70027,                 0.7029,                0.44502,                0.66229,                  1.157,                 0.4582,                0.87296,              0.0080596,              0.0080596,              0.0080596
                    100,                0.49939,                  0.652,                0.30185,                0.81506,                0.83341,                0.71458,                0.73063,                0.51511,                 0.7705,                0.66732,                0.67573,                0.44279,                0.69472,                 1.1838,                0.50555,                0.88346,              0.0080398,              0.0080398,              0.0080398
                    101,                0.50237,                0.66823,                0.30372,                0.82096,                0.82946,                0.71277,                0.72507,                0.52389,                0.78116,                 0.6764,                0.68317,                0.43032,                0.67787,                 1.1748,                 0.4808,                0.87395,                0.00802,                0.00802,                0.00802
                    102,                0.50429,                0.67722,                0.30228,                0.81889,                0.83317,                0.70797,                0.72649,                0.51182,                0.78105,                 0.6634,                 0.6859,                0.43493,                0.68193,                  1.149,                0.48688,                 0.8751,              0.0080002,              0.0080002,              0.0080002
                    103,                0.50012,                0.65483,                0.30161,                0.82508,                0.80356,                0.71541,                0.73078,                0.51964,                0.74746,                0.67202,                0.68074,                0.44171,                0.65354,                  1.178,                0.49447,                0.86858,              0.0079804,              0.0079804,              0.0079804
                    104,                0.49945,                0.64481,                0.30158,                 0.8231,                0.85839,                0.71795,                0.74133,                0.52513,                0.81385,                0.67942,                 0.6972,                 0.4376,                0.66664,                 1.1159,                0.46567,                0.87591,              0.0079606,              0.0079606,              0.0079606
                    105,                0.50473,                0.65144,                0.30523,                0.82549,                0.85799,                0.72644,                 0.7407,                0.51735,                0.79063,                0.67424,                0.68331,                0.43393,                0.67366,                 1.1451,                0.47769,                0.87491,              0.0079408,              0.0079408,              0.0079408
                    106,                0.49451,                0.65183,                0.29826,                0.81861,                0.83506,                0.72324,                0.74249,                0.52915,                0.80611,                0.65922,                0.69785,                0.44847,                0.66477,                 1.1642,                0.48994,                0.87194,               0.007921,               0.007921,               0.007921
                    107,                0.49754,                0.65069,                0.29965,                0.81914,                 0.8295,                0.74512,                0.75235,                0.53941,                0.77065,                0.70277,                0.70645,                0.45019,                0.66934,                 1.1755,                0.48598,                0.86986,              0.0079012,              0.0079012,              0.0079012
                    108,                0.49379,                0.65461,                 0.2948,                0.81862,                0.85789,                0.71969,                0.74705,                0.52936,                0.81427,                0.69966,                0.71125,                0.45127,                 0.6559,                 1.1504,                0.45134,                0.87372,              0.0078814,              0.0078814,              0.0078814
                    109,                0.49613,                0.65524,                0.29753,                0.81931,                0.82015,                0.74103,                0.74353,                0.52137,                0.76904,                0.69862,                0.69563,                0.43943,                 0.6804,                 1.0978,                0.44587,                0.88847,              0.0078616,              0.0078616,              0.0078616
