                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                0.61085,                0.84661,                0.41426,                0.93387,                0.83373,                0.70578,                0.74115,                0.53479,                0.81124,                0.68943,                0.71282,                0.44847,                0.63202,                0.89655,                0.44322,                0.87789,              0.0079804,              0.0079804,              0.0079804
                    104,                0.58711,                0.80335,                 0.3933,                0.92563,                0.84646,                0.76325,                0.75192,                0.54222,                0.78776,                0.71916,                0.69936,                0.44076,                0.64239,                0.90818,                0.40945,                 0.8847,              0.0079606,              0.0079606,              0.0079606
                    105,                 0.6018,                0.81316,                 0.4035,                0.93296,                0.81831,                 0.7682,                 0.7571,                0.53624,                0.80941,                0.69378,                0.69832,                0.45445,                0.64311,                0.88003,                0.41156,                0.88159,              0.0079408,              0.0079408,              0.0079408
                    106,                0.59281,                  0.803,                0.40124,                0.92856,                0.81295,                0.76796,                0.76168,                0.54312,                0.77048,                0.72044,                0.71534,                0.44497,                0.62858,                0.88305,                0.40434,                 0.8727,               0.007921,               0.007921,               0.007921
                    107,                0.60156,                0.82771,                0.40518,                 0.9292,                0.84277,                0.74876,                0.75292,                0.53946,                0.82848,                0.70037,                0.70417,                 0.4437,                0.64328,                0.88541,                0.41049,                0.88122,              0.0079012,              0.0079012,              0.0079012
                    108,                0.59385,                0.81943,                0.39791,                0.92901,                0.83013,                0.73551,                0.76217,                0.54413,                0.76773,                    0.7,                0.71744,                0.44885,                0.63809,                0.88823,                 0.4225,                0.88133,              0.0078814,              0.0078814,              0.0078814
                    109,                0.59653,                0.79733,                0.39703,                 0.9325,                0.88655,                0.71188,                0.76765,                0.55325,                0.83768,                0.68385,                0.72088,                0.45335,                0.62051,                0.89047,                0.41109,                0.87674,              0.0078616,              0.0078616,              0.0078616
                    110,                0.60223,                0.81839,                0.39822,                0.93157,                0.80335,                0.73517,                0.72059,                0.53088,                0.75656,                0.69802,                0.67434,                0.44783,                0.63185,                0.87744,                0.43788,                0.87544,              0.0078418,              0.0078418,              0.0078418
                    111,                0.58038,                0.79175,                0.39073,                0.92148,                0.81552,                0.75136,                0.75535,                0.54806,                 0.7714,                0.71797,                0.71354,                0.45688,                0.62022,                0.88552,                0.41104,                0.87533,               0.007822,               0.007822,               0.007822
                    112,                0.59671,                0.83301,                0.39807,                0.93134,                0.84991,                0.71564,                 0.7434,                0.52315,                0.83184,                0.69567,                0.71172,                0.44745,                0.63379,                0.94463,                0.44868,                 0.8694,              0.0078022,              0.0078022,              0.0078022
                    113,                0.58562,                0.80347,                0.39676,                0.92295,                0.79594,                0.73017,                0.73943,                0.52519,                0.76584,                0.65935,                0.66654,                0.43133,                0.64042,                0.90309,                0.44184,                0.87374,              0.0077824,              0.0077824,              0.0077824
                    114,                0.59757,                0.81175,                0.39348,                 0.9263,                0.82017,                0.74192,                0.75733,                0.54312,                0.74547,                0.67134,                0.68563,                0.44354,                0.62919,                0.90949,                0.44306,                0.86843,              0.0077626,              0.0077626,              0.0077626
                    115,                0.59558,                0.80759,                0.39893,                0.92583,                0.83413,                0.74833,                0.75076,                 0.5426,                0.78824,                0.71494,                0.70877,                0.44423,                0.63412,                0.89019,                0.41797,                0.88081,              0.0077428,              0.0077428,              0.0077428
                    116,                0.59459,                0.81409,                0.39844,                0.92784,                0.81396,                0.76994,                0.75608,                0.54021,                0.76285,                0.72194,                0.70857,                0.45551,                0.62514,                0.89639,                0.41538,                0.87507,               0.007723,               0.007723,               0.007723
                    117,                0.58655,                0.79009,                0.39081,                0.92773,                0.83183,                0.71286,                0.74436,                0.53769,                 0.7957,                0.68384,                 0.7025,                0.44503,                0.62451,                0.92436,                0.46959,                0.87397,              0.0077032,              0.0077032,              0.0077032
                    118,                0.58852,                0.80814,                0.39552,                0.92876,                0.78977,                0.74556,                0.73065,                0.51976,                0.75489,                0.70701,                0.68593,                0.43114,                0.63815,                0.87555,                0.43306,                0.87024,              0.0076834,              0.0076834,              0.0076834
                    119,                0.57866,                0.79903,                0.39152,                  0.926,                0.82631,                0.76504,                0.75637,                0.54264,                0.78231,                0.72735,                 0.7085,                0.44991,                0.62745,                0.86005,                 0.3973,                0.86613,              0.0076636,              0.0076636,              0.0076636
                    120,                0.58407,                0.79417,                0.39115,                0.92454,                0.84345,                0.71573,                 0.7418,                0.53961,                0.79993,                 0.6863,                0.70017,                0.44094,                0.62774,                 0.8627,                 0.4211,                0.86062,              0.0076438,              0.0076438,              0.0076438
                    121,                0.58278,                0.81573,                0.38952,                0.92293,                0.82267,                0.74163,                0.75389,                0.54648,                0.80284,                0.70948,                 0.7139,                0.44882,                0.62947,                0.84611,                0.39379,                0.87811,               0.007624,               0.007624,               0.007624
                    122,                0.58313,                0.79237,                0.38658,                0.92328,                0.79473,                0.73333,                0.74049,                0.53862,                 0.7849,                0.70254,                0.70677,                   0.45,                0.63196,                0.87088,                 0.4246,                0.87067,              0.0076042,              0.0076042,              0.0076042
                    123,                0.58566,                0.76565,                0.38622,                0.92356,                0.82825,                0.74645,                 0.7639,                0.55739,                0.83987,                0.70134,                0.72083,                0.45078,                0.62394,                0.86925,                0.39485,                 0.8724,              0.0075844,              0.0075844,              0.0075844
                    124,                0.58364,                0.79739,                0.39201,                0.92189,                0.82437,                0.74073,                0.75523,                0.54295,                0.78757,                0.69309,                0.70452,                0.45016,                0.61726,                0.92241,                0.41276,                0.86807,              0.0075646,              0.0075646,              0.0075646
                    125,                0.57991,                0.80192,                 0.3932,                0.92489,                0.81292,                0.72589,                0.75951,                0.55378,                0.81268,                0.70018,                0.73638,                0.45751,                0.61851,                0.88319,                 0.4143,                0.87305,              0.0075448,              0.0075448,              0.0075448
                    126,                0.58063,                0.78786,                 0.3915,                 0.9267,                0.83842,                0.74548,                0.75777,                0.54815,                0.79364,                0.71092,                 0.7266,                0.44998,                0.61834,                0.82866,                0.39995,                0.86918,               0.007525,               0.007525,               0.007525
                    127,                0.58059,                0.81077,                0.39037,                0.91941,                0.82558,                0.74388,                0.74378,                0.54058,                0.78331,                0.72324,                0.71261,                0.45098,                0.61293,                0.86879,                0.40668,                0.86503,              0.0075052,              0.0075052,              0.0075052
                    128,                 0.5745,                0.78972,                0.38472,                0.92025,                0.83494,                0.72285,                0.75314,                0.54868,                0.79056,                0.70021,                0.72177,                0.44124,                0.60893,                0.86641,                0.40263,                0.86977,              0.0074854,              0.0074854,              0.0074854
                    129,                0.56781,                0.77327,                0.38015,                0.91809,                0.85371,                0.75019,                0.75832,                0.54324,                0.81592,                0.72082,                0.72692,                0.45416,                0.61327,                0.83718,                0.40444,                0.86838,              0.0074656,              0.0074656,              0.0074656
                    130,                0.57903,                0.78157,                0.38499,                0.92261,                0.80338,                0.73785,                0.74266,                0.53991,                0.75945,                0.69385,                0.68519,                0.43569,                 0.6146,                0.90731,                0.44551,                0.86785,              0.0074458,              0.0074458,              0.0074458
                    131,                0.58122,                0.78739,                0.38622,                 0.9271,                0.79211,                0.75133,                 0.7456,                0.54541,                0.81222,                0.68891,                0.71749,                0.45741,                0.60687,                0.85009,                0.41204,                0.86885,               0.007426,               0.007426,               0.007426
                    132,                0.58349,                0.78556,                0.38374,                 0.9283,                0.84914,                0.71105,                0.74133,                0.53716,                0.80429,                0.67775,                0.70063,                0.45723,                0.61902,                0.89579,                0.43893,                0.86855,              0.0074062,              0.0074062,              0.0074062
