                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.62925,                0.80983,                0.40526,                0.87973,                0.83226,                0.73885,                0.75125,                0.53282,                 0.8551,                0.67552,                0.70978,                0.45232,                0.65952,                0.93069,                0.44401,                0.87331,              0.0084358,              0.0084358,              0.0084358
                     81,                0.63213,                0.81162,                0.40614,                0.87686,                0.76833,                0.74986,                0.74284,                 0.5295,                0.74107,                 0.6863,                0.67839,                0.43431,                0.65513,                 0.9586,                0.42566,                0.87654,               0.008416,               0.008416,               0.008416
                     82,                0.62136,                 0.8157,                0.39994,                0.87732,                0.83395,                0.75516,                0.75827,                0.53996,                0.80277,                0.70318,                   0.72,                0.44754,                0.65608,                0.93755,                0.41661,                0.87593,              0.0083962,              0.0083962,              0.0083962
                     83,                0.60855,                0.80417,                0.38895,                 0.8792,                0.85969,                0.73823,                0.75744,                0.54261,                0.81793,                 0.7154,                0.73339,                0.45959,                0.62344,                0.91183,                0.42541,                0.86446,              0.0083764,              0.0083764,              0.0083764
                     84,                0.61637,                0.81643,                0.39208,                0.87619,                0.83502,                0.70288,                0.73942,                0.52779,                0.80765,                0.66083,                0.69429,                0.43664,                0.65357,                 0.9714,                 0.4776,                0.88036,              0.0083566,              0.0083566,              0.0083566
                     85,                0.62537,                0.79131,                 0.3943,                0.86965,                0.82039,                0.77183,                0.75921,                0.53823,                0.78073,                0.73998,                0.72794,                 0.4544,                0.64943,                0.91971,                0.39806,                 0.8701,              0.0083368,              0.0083368,              0.0083368
                     86,                0.61712,                0.80295,                0.39054,                0.87653,                0.82157,                0.73133,                0.75819,                0.54165,                0.77874,                0.69869,                0.72011,                0.43924,                 0.6306,                0.90212,                 0.4426,                0.86669,               0.008317,               0.008317,               0.008317
                     87,                0.61622,                0.80277,                0.39095,                 0.8745,                 0.8874,                0.72412,                0.76204,                0.53586,                0.81767,                0.68139,                0.70437,                0.45381,                0.63801,                0.89253,                0.40672,                 0.8612,              0.0082972,              0.0082972,              0.0082972
                     88,                 0.6104,                0.80207,                 0.3892,                0.87096,                0.84705,                 0.7331,                0.74579,                0.53121,                0.79282,                0.69287,                0.69823,                0.43729,                0.64385,                0.89376,                0.45041,                0.86137,              0.0082774,              0.0082774,              0.0082774
                     89,                 0.6146,                0.79566,                0.40059,                 0.8766,                0.81634,                0.74601,                0.74789,                0.53311,                0.78658,                0.70515,                0.71636,                 0.4473,                 0.6415,                0.89233,                0.44609,                0.87138,              0.0082576,              0.0082576,              0.0082576
