                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                0.65407,                0.84828,                0.46126,                0.94896,                0.77381,                0.70899,                0.71811,                0.50514,                0.75003,                0.68901,                0.69551,                0.42922,                0.69796,                 1.0445,                0.51559,                0.89587,              0.0090496,              0.0090496,              0.0090496
                     50,                0.64361,                0.83469,                0.46391,                0.95141,                0.80829,                0.73086,                0.73478,                0.51509,                0.77087,                0.70173,                0.69718,                0.45129,                0.66549,                0.91931,                0.47255,                0.87929,              0.0090298,              0.0090298,              0.0090298
                     51,                0.63934,                0.84289,                  0.458,                0.94278,                0.82314,                0.74767,                0.74142,                0.52583,                0.79876,                 0.7324,                0.72117,                0.44741,                0.67971,                0.93409,                0.44922,                0.87945,                0.00901,                0.00901,                0.00901
                     52,                0.63897,                0.82883,                0.45715,                0.94709,                0.81162,                0.71931,                 0.7342,                0.50689,                 0.7836,                0.69977,                0.70857,                0.43669,                0.68028,                0.96373,                0.48835,                 0.8868,              0.0089902,              0.0089902,              0.0089902
                     53,                0.63062,                0.83515,                0.45629,                 0.9479,                0.80565,                0.75386,                0.75185,                0.52512,                 0.7683,                0.72114,                0.71931,                0.45498,                0.67227,                0.89556,                0.43905,                 0.8818,              0.0089704,              0.0089704,              0.0089704
                     54,                0.63824,                0.82445,                0.45348,                0.94492,                0.82239,                 0.7384,                0.74961,                0.52973,                0.77704,                0.68241,                0.68435,                0.43352,                0.68107,                0.96341,                0.46206,                0.89229,              0.0089506,              0.0089506,              0.0089506
                     55,                0.63168,                0.81124,                0.44679,                0.94551,                0.82595,                0.73505,                 0.7388,                0.52566,                0.77929,                0.69949,                0.70118,                0.45144,                0.68679,                0.93854,                 0.4492,                 0.8911,              0.0089308,              0.0089308,              0.0089308
                     56,                 0.6462,                0.84833,                0.45736,                0.94855,                0.81828,                0.72749,                0.74574,                0.52621,                0.83973,                 0.6914,                0.71758,                 0.4502,                0.67827,                0.92046,                0.44293,                0.88943,               0.008911,               0.008911,               0.008911
                     57,                0.63716,                0.81245,                0.44442,                0.94179,                0.80844,                 0.7325,                0.73887,                0.52177,                0.78145,                 0.7147,                0.71426,                0.44447,                 0.6797,                0.92376,                0.47216,                0.87956,              0.0088912,              0.0088912,              0.0088912
                     58,                0.62598,                0.81965,                0.44545,                0.93947,                0.82161,                0.73821,                0.75629,                0.53326,                0.76816,                0.69593,                0.69648,                0.45218,                0.66482,                  0.919,                0.42323,                0.88102,              0.0088714,              0.0088714,              0.0088714
                     59,                0.62564,                0.81405,                0.44659,                0.94347,                0.80967,                0.73033,                0.74291,                0.53124,                0.78108,                0.67956,                0.69221,                 0.4265,                0.66981,                 1.0114,                0.47495,                0.88398,              0.0088516,              0.0088516,              0.0088516
                     60,                0.63118,                 0.8406,                0.44383,                 0.9355,                0.83621,                0.74314,                0.74424,                0.53245,                0.84166,                0.72933,                0.72383,                0.46163,                0.66772,                0.94751,                0.43786,                0.88317,              0.0088318,              0.0088318,              0.0088318
                     61,                0.61883,                0.82116,                0.44683,                0.94379,                0.82101,                0.73462,                0.74236,                0.52862,                0.79162,                0.69488,                0.69341,                0.44041,                0.67024,                0.93006,                0.45139,                0.87934,               0.008812,               0.008812,               0.008812
                     62,                0.62774,                0.79679,                0.44268,                0.94227,                0.81384,                0.75025,                0.74216,                0.52368,                0.77587,                0.71866,                0.70147,                0.42768,                0.66149,                0.95818,                0.45372,                0.87908,              0.0087922,              0.0087922,              0.0087922
                     63,                0.62455,                0.81012,                0.43615,                0.93886,                0.82568,                 0.7252,                0.75341,                0.53542,                0.77977,                 0.6895,                0.70858,                0.44651,                0.66302,                 0.9223,                 0.4451,                0.88097,              0.0087724,              0.0087724,              0.0087724
                     64,                0.61865,                0.82976,                0.43625,                0.93697,                0.81359,                0.73508,                0.73511,                0.51477,                0.76876,                0.69823,                0.68857,                0.43504,                0.67826,                0.91406,                0.44427,                0.88184,              0.0087526,              0.0087526,              0.0087526
                     65,                0.62649,                0.82645,                0.44269,                0.94245,                0.83495,                0.73019,                0.75128,                0.52668,                0.76833,                0.68508,                0.69994,                0.44105,                0.67949,                0.93998,                 0.4637,                0.88213,              0.0087328,              0.0087328,              0.0087328
                     66,                0.61252,                0.80186,                0.42866,                0.93918,                0.83396,                0.73299,                0.75487,                0.54195,                0.77995,                0.69769,                0.71202,                0.46154,                 0.6578,                0.92427,                0.43395,                0.88215,               0.008713,               0.008713,               0.008713
                     67,                0.61541,                0.78733,                0.43661,                0.93496,                0.84208,                0.74344,                0.75828,                0.54545,                0.79756,                0.71156,                0.71671,                0.45676,                0.65504,                0.90345,                0.41792,                0.87891,              0.0086932,              0.0086932,              0.0086932
                     68,                0.61413,                0.80665,                 0.4307,                0.93447,                 0.8344,                0.72626,                0.74657,                0.54278,                0.79609,                0.69901,                0.70861,                0.45941,                0.65628,                 0.9238,                0.45595,                0.88817,              0.0086734,              0.0086734,              0.0086734
                     69,                0.61845,                0.82465,                0.43065,                0.93737,                0.82097,                0.72353,                0.74329,                0.52718,                0.80038,                0.66954,                0.69494,                0.44991,                 0.6588,                0.94809,                 0.4647,                0.88631,              0.0086536,              0.0086536,              0.0086536
                     70,                0.60714,                0.79783,                0.42773,                0.93527,                0.77792,                0.73982,                0.74284,                0.52903,                0.74515,                 0.6997,                 0.7058,                0.45275,                0.67508,                0.96871,                0.45103,                0.88921,              0.0086338,              0.0086338,              0.0086338
                     71,                 0.6116,                0.80415,                0.42611,                0.93401,                0.86287,                0.71667,                 0.7554,                0.54463,                0.83417,                0.69712,                0.72906,                0.46546,                0.66062,                0.93167,                0.45243,                 0.8907,               0.008614,               0.008614,               0.008614
                     72,                0.61093,                0.81575,                0.42822,                0.93618,                0.80336,                 0.7469,                0.74731,                0.53323,                0.77903,                0.68606,                0.70401,                0.46096,                 0.6656,                0.93786,                0.44896,                0.88769,              0.0085942,              0.0085942,              0.0085942
                     73,                0.61012,                0.78612,                0.42327,                0.93475,                 0.8695,                0.72313,                0.75366,                0.53908,                0.84887,                0.69659,                0.71778,                0.46097,                0.67575,                 0.9688,                0.47303,                0.88383,              0.0085744,              0.0085744,              0.0085744
                     74,                0.60594,                0.79753,                0.42304,                0.93015,                0.82383,                0.74349,                0.75258,                 0.5435,                0.77882,                0.70932,                0.70887,                0.44968,                0.65282,                0.97243,                0.49546,                0.87946,              0.0085546,              0.0085546,              0.0085546
                     75,                0.61192,                0.77086,                0.41739,                0.93691,                0.79845,                  0.749,                0.74488,                0.51785,                0.80154,                0.69626,                0.70831,                0.43399,                0.67496,                0.96725,                0.47031,                0.87951,              0.0085348,              0.0085348,              0.0085348
                     76,                0.60382,                0.79896,                0.41914,                0.93074,                0.80989,                0.72357,                 0.7421,                0.52555,                0.78307,                 0.7021,                0.70899,                0.43779,                0.65714,                0.97482,                0.44067,                0.87695,               0.008515,               0.008515,               0.008515
                     77,                0.60691,                0.77831,                0.41951,                0.93639,                0.82566,                0.74377,                0.75083,                0.53259,                 0.8328,                0.69995,                 0.7141,                0.45239,                0.65385,                0.93192,                0.47685,                0.87752,              0.0084952,              0.0084952,              0.0084952
                     78,                0.59142,                0.76181,                0.41577,                0.93216,                0.82075,                0.72191,                0.74014,                0.53472,                0.81508,                0.68672,                0.71362,                0.46429,                0.66171,                0.94144,                0.45493,                0.87964,              0.0084754,              0.0084754,              0.0084754
                     79,                0.59258,                 0.7707,                0.40887,                0.92946,                0.77913,                 0.7312,                  0.732,                0.53237,                0.75158,                0.69155,                0.68816,                0.43007,                0.64149,                0.99025,                0.50258,                0.87645,              0.0084556,              0.0084556,              0.0084556
                     80,                0.59711,                0.78451,                0.40766,                0.93589,                0.81865,                0.70778,                0.73952,                0.52318,                0.78296,                0.65263,                0.67279,                0.43361,                0.66248,                0.97365,                 0.4508,                0.88573,              0.0084358,              0.0084358,              0.0084358
                     81,                0.60117,                  0.786,                0.41709,                0.92952,                0.79497,                0.74053,                0.73488,                0.52002,                0.79068,                0.71273,                0.70978,                 0.4424,                0.65759,                0.98528,                 0.4497,                0.88569,               0.008416,               0.008416,               0.008416
                     82,                0.59614,                0.77147,                 0.4063,                0.93357,                 0.8073,                0.75157,                 0.7498,                0.54175,                0.77404,                 0.7326,                0.72367,                0.45448,                0.65606,                0.94017,                0.42412,                0.88065,              0.0083962,              0.0083962,              0.0083962
                     83,                0.59077,                0.78294,                0.41164,                0.92693,                0.78337,                 0.7187,                0.72608,                0.52211,                 0.7634,                0.70931,                0.71332,                0.45224,                0.67008,                0.94074,                0.44115,                 0.8916,              0.0083764,              0.0083764,              0.0083764
                     84,                0.58715,                0.76598,                0.40872,                0.92949,                0.80877,                0.76131,                0.73932,                0.52977,                0.77448,                0.73192,                0.71329,                0.46051,                0.64275,                0.92023,                0.42035,                0.87699,              0.0083566,              0.0083566,              0.0083566
                     85,                0.59499,                0.76879,                0.41322,                0.92604,                0.81167,                0.75083,                0.72478,                0.51922,                 0.7526,                0.71111,                0.69156,                0.44495,                0.65248,                0.90976,                0.48098,                0.86936,              0.0083368,              0.0083368,              0.0083368
                     86,                0.59553,                0.78079,                0.40471,                0.92563,                0.79615,                0.74547,                0.74071,                0.53179,                0.75523,                0.70381,                0.69722,                0.44804,                0.66172,                0.99198,                0.47483,                 0.8755,               0.008317,               0.008317,               0.008317
                     87,                0.59649,                0.78282,                0.40815,                0.92946,                0.79667,                 0.7469,                0.74324,                0.53815,                 0.7981,                0.71147,                0.71447,                0.45498,                0.65121,                0.89774,                0.43278,                0.87641,              0.0082972,              0.0082972,              0.0082972
                     88,                0.59001,                0.80004,                 0.4083,                0.92489,                 0.8236,                0.72428,                0.73458,                0.53082,                0.80473,                0.70008,                0.70655,                0.45128,                0.65797,                 1.0045,                0.48665,                0.87512,              0.0082774,              0.0082774,              0.0082774
                     89,                 0.5877,                0.77064,                0.39797,                0.92762,                0.77902,                0.73732,                0.72565,                0.52205,                0.74401,                0.69491,                0.68738,                0.43865,                0.65668,                 0.9355,                0.44596,                0.88474,              0.0082576,              0.0082576,              0.0082576
                     90,                0.57627,                0.75439,                    0.4,                0.92786,                0.83673,                0.73184,                0.74817,                 0.5471,                0.80977,                 0.6988,                0.70618,                0.45772,                0.63542,                0.94082,                0.46005,                0.87362,              0.0082378,              0.0082378,              0.0082378
                     91,                0.59275,                  0.783,                0.40333,                0.93001,                0.81978,                0.72261,                0.73802,                0.53849,                0.78231,                0.70144,                0.70956,                0.45378,                0.64575,                0.94671,                0.45665,                0.87549,               0.008218,               0.008218,               0.008218
                     92,                0.58521,                0.76828,                0.40267,                0.92658,                0.83236,                0.74203,                0.76013,                0.54311,                0.82207,                0.68108,                0.71804,                0.45451,                0.64821,                0.91193,                0.40967,                0.87815,              0.0081982,              0.0081982,              0.0081982
                     93,                0.57953,                0.77864,                0.39978,                0.92672,                0.83327,                0.73319,                0.74942,                 0.5312,                0.80145,                0.70101,                 0.7131,                0.45566,                0.64444,                0.94918,                0.45436,                0.87703,              0.0081784,              0.0081784,              0.0081784
                     94,                0.58102,                0.75495,                 0.3889,                 0.9229,                0.81272,                0.75304,                0.76192,                0.55042,                0.77118,                0.71557,                0.71255,                0.46746,                0.64511,                0.99102,                0.40141,                0.87594,              0.0081586,              0.0081586,              0.0081586
                     95,                   0.58,                0.77601,                0.39893,                0.92765,                0.83841,                0.73312,                0.74936,                0.53284,                0.78638,                0.69722,                0.70835,                0.45032,                0.63657,                0.93969,                0.43983,                0.86831,              0.0081388,              0.0081388,              0.0081388
                     96,                0.58555,                0.76392,                0.39551,                0.92941,                0.80664,                0.73814,                0.73893,                 0.5281,                0.77304,                0.71213,                0.70849,                0.44635,                0.66173,                0.92942,                0.45779,                0.87763,               0.008119,               0.008119,               0.008119
                     97,                0.58156,                0.77109,                0.39768,                0.92669,                0.84033,                0.73356,                0.76048,                0.54915,                0.80983,                0.71351,                0.73596,                0.45453,                0.65293,                0.94686,                0.41879,                 0.8792,              0.0080992,              0.0080992,              0.0080992
                     98,                0.56632,                0.75311,                0.38816,                 0.9205,                0.81112,                0.73394,                0.74389,                0.53575,                0.77705,                0.71275,                0.72165,                0.45567,                0.65854,                0.89851,                0.44241,                0.88222,              0.0080794,              0.0080794,              0.0080794
                     99,                0.58126,                0.76707,                0.38873,                0.92378,                 0.7868,                0.75097,                0.73929,                  0.533,                 0.7745,                0.70485,                0.70493,                0.44751,                0.63309,                0.94155,                0.42562,                0.87128,              0.0080596,              0.0080596,              0.0080596
                    100,                0.58576,                0.79611,                0.39682,                0.92403,                0.80564,                0.73158,                0.74642,                0.54252,                0.77251,                0.71556,                0.72401,                0.44988,                0.64484,                0.93884,                0.42003,                0.87528,              0.0080398,              0.0080398,              0.0080398
                    101,                0.58158,                0.74865,                 0.3919,                0.92426,                0.84981,                0.74082,                 0.7708,                0.54943,                0.83373,                0.71187,                0.73871,                0.46641,                0.64654,                0.93579,                0.44654,                0.86984,                0.00802,                0.00802,                0.00802
                    102,                0.57354,                0.74676,                0.38159,                0.92309,                0.80424,                0.74068,                0.75942,                0.53617,                0.76504,                0.69805,                0.71491,                0.45046,                0.64378,                0.91403,                0.41053,                0.87338,              0.0080002,              0.0080002,              0.0080002
                    103,                0.59917,                0.78836,                0.40181,                0.93171,                0.81056,                0.74555,                0.76127,                0.53992,                0.83132,                0.68693,                0.73645,                0.47331,                0.64157,                0.87825,                 0.4149,                0.87343,              0.0079804,              0.0079804,              0.0079804
                    104,                0.57153,                0.74657,                0.37938,                0.92492,                0.83961,                0.73704,                0.76499,                0.54814,                0.76762,                0.70974,                0.71859,                0.45709,                0.64018,                0.89421,                0.41561,                0.87153,              0.0079606,              0.0079606,              0.0079606
                    105,                0.56127,                0.75835,                0.37849,                0.92167,                0.83149,                0.75583,                0.76651,                 0.5493,                0.84196,                0.71032,                0.73308,                0.47524,                0.63284,                0.91779,                0.40466,                0.86503,              0.0079408,              0.0079408,              0.0079408
                    106,                 0.5718,                0.75346,                0.38187,                0.92131,                0.86669,                0.74466,                0.76572,                0.54518,                0.80571,                  0.708,                0.72675,                0.46563,                0.64743,                0.89166,                0.40848,                0.87545,               0.007921,               0.007921,               0.007921
                    107,                0.58049,                0.76697,                0.38761,                0.92363,                0.83021,                0.74155,                0.75827,                0.54802,                0.82708,                0.70264,                0.72984,                0.45595,                 0.6302,                0.92009,                0.40791,                0.86413,              0.0079012,              0.0079012,              0.0079012
                    108,                0.56978,                0.76415,                 0.3819,                0.92568,                0.83284,                0.75303,                0.76521,                0.54544,                0.77308,                0.70665,                0.71813,                0.45297,                0.64191,                0.91424,                0.42184,                0.87531,              0.0078814,              0.0078814,              0.0078814
                    109,                0.56851,                 0.7474,                0.38362,                0.92604,                0.82759,                0.75492,                0.76192,                0.54601,                0.77162,                0.70964,                0.71924,                 0.4568,                0.63943,                0.95321,                0.43442,                0.86879,              0.0078616,              0.0078616,              0.0078616
                    110,                0.57454,                0.75228,                0.38678,                0.92071,                 0.8279,                0.75047,                 0.7638,                0.53936,                0.82398,                0.69326,                0.71908,                0.45124,                0.63594,                0.89611,                0.40114,                0.87094,              0.0078418,              0.0078418,              0.0078418
