                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                0.62514,                0.77961,                0.42034,                 0.8808,                0.85019,                0.72258,                0.74425,                0.52389,                0.82142,                0.68404,                0.69084,                0.44465,                0.66064,                 1.0015,                0.47442,                0.87925,              0.0087724,              0.0087724,              0.0087724
                     64,                 0.6436,                  0.799,                0.41991,                0.88544,                0.77931,                0.71978,                0.73332,                0.51146,                0.76282,                0.70513,                0.71996,                0.43624,                0.71814,                 1.0253,                0.51196,                0.90056,              0.0087526,              0.0087526,              0.0087526
                     65,                0.63469,                0.81334,                0.42307,                0.88627,                0.80783,                 0.7321,                0.73514,                0.52221,                0.77162,                 0.7083,                0.71224,                0.45211,                0.67919,                0.94039,                0.43994,                0.88292,              0.0087328,              0.0087328,              0.0087328
                     66,                0.62483,                0.79588,                0.41814,                0.87934,                 0.8279,                0.74532,                0.76003,                0.53786,                0.81126,                0.73645,                0.73504,                0.45528,                0.65067,                0.99637,                0.42173,                0.87738,               0.008713,               0.008713,               0.008713
                     67,                0.62062,                 0.7865,                 0.4109,                0.88367,                0.82775,                 0.7593,                0.76748,                0.55054,                0.77177,                0.71737,                0.71261,                0.46798,                0.65076,                0.90505,                0.41004,                0.86914,              0.0086932,              0.0086932,              0.0086932
                     68,                0.62862,                 0.7686,                 0.4127,                0.88563,                0.85565,                0.72662,                 0.7469,                0.52877,                 0.8183,                0.70149,                0.71472,                 0.4526,                0.63792,                0.93485,                 0.4555,                0.86028,              0.0086734,              0.0086734,              0.0086734
                     69,                0.62901,                0.78181,                0.41922,                0.89367,                0.80252,                0.74336,                0.75109,                0.53742,                0.75467,                0.70317,                0.70256,                0.45591,                0.63947,                0.93158,                0.43769,                0.87949,              0.0086536,              0.0086536,              0.0086536
                     70,                0.61502,                0.78354,                0.40872,                0.88056,                0.80099,                0.75547,                0.74701,                0.54044,                0.76797,                0.72629,                 0.7145,                0.45506,                 0.6388,                0.97062,                0.43532,                0.87009,              0.0086338,              0.0086338,              0.0086338
                     71,                0.63033,                0.79074,                 0.4153,                0.88434,                0.80309,                0.70179,                0.73713,                0.53057,                0.80075,                0.65844,                0.69691,                0.44106,                0.64936,                0.99902,                0.45487,                0.87358,               0.008614,               0.008614,               0.008614
                     72,                0.62155,                0.77134,                0.40788,                0.88452,                0.84595,                0.72984,                0.74753,                0.53364,                0.80877,                0.69301,                0.70753,                 0.4479,                0.63542,                0.93346,                0.45996,                0.86476,              0.0085942,              0.0085942,              0.0085942
                     73,                0.64235,                0.81179,                 0.4168,                0.88735,                0.81479,                  0.752,                0.75019,                0.53686,                0.79035,                0.72038,                0.70951,                0.44426,                0.65257,                0.95535,                0.43865,                0.86857,              0.0085744,              0.0085744,              0.0085744
                     74,                0.61434,                0.76146,                0.40468,                0.88374,                0.82241,                0.73379,                0.74029,                 0.5208,                0.75656,                0.67861,                0.66185,                0.43283,                0.63852,                0.99747,                0.47183,                0.87654,              0.0085546,              0.0085546,              0.0085546
                     75,                0.60339,                 0.7768,                0.40277,                0.87175,                0.84958,                 0.7409,                0.74629,                0.52963,                0.80334,                0.71655,                0.71072,                 0.4493,                0.64012,                0.92103,                0.44711,                0.86602,              0.0085348,              0.0085348,              0.0085348
                     76,                0.61534,                0.78544,                0.40719,                0.87974,                0.76167,                0.74317,                0.73469,                0.52036,                0.72199,                0.70254,                0.67837,                 0.4285,                0.66263,                0.91403,                0.45202,                0.88462,               0.008515,               0.008515,               0.008515
                     77,                 0.6134,                0.78313,                0.40925,                0.88156,                0.81137,                0.71885,                0.72222,                0.51856,                0.76117,                0.69185,                0.69287,                 0.4314,                0.66274,                0.98038,                0.46674,                0.87844,              0.0084952,              0.0084952,              0.0084952
                     78,                0.61197,                0.76433,                 0.3978,                0.87876,                0.87498,                0.70388,                0.75429,                0.53625,                0.82471,                0.66515,                0.70883,                 0.4403,                0.65318,                0.95392,                 0.4369,                0.87128,              0.0084754,              0.0084754,              0.0084754
                     79,                0.61341,                0.78896,                0.39817,                0.88379,                0.79579,                0.75851,                0.75156,                0.53904,                0.78752,                0.69683,                0.71956,                0.45505,                0.65936,                0.98875,                0.46734,                0.87976,              0.0084556,              0.0084556,              0.0084556
                     80,                0.61291,                0.77214,                 0.3975,                0.88128,                0.81723,                0.72457,                0.74421,                0.53626,                0.77939,                0.69537,                0.70957,                0.45118,                0.63472,                0.95996,                 0.4491,                0.86486,              0.0084358,              0.0084358,              0.0084358
                     81,                0.60399,                0.75169,                0.39873,                0.87566,                0.86835,                0.71368,                 0.7463,                 0.5237,                0.79396,                0.66611,                0.68204,                0.43655,                0.65969,                0.95729,                 0.4783,                0.87192,               0.008416,               0.008416,               0.008416
                     82,                0.60483,                 0.7529,                0.39408,                0.88312,                0.81162,                0.75075,                0.75332,                0.53652,                0.76996,                0.70338,                0.70485,                0.44378,                0.63054,                0.92928,                0.47223,                0.86757,              0.0083962,              0.0083962,              0.0083962
                     83,                0.60711,                0.76998,                 0.3979,                0.88087,                 0.8603,                0.75422,                0.75725,                0.54121,                 0.8285,                0.72119,                0.71871,                0.45757,                0.64583,                0.92443,                0.41368,                0.87258,              0.0083764,              0.0083764,              0.0083764
                     84,                0.59569,                0.75354,                 0.3878,                0.87418,                0.84301,                0.73639,                0.75578,                0.53435,                0.83953,                0.67308,                0.69057,                0.45159,                0.65326,                0.95777,                0.47246,                0.87433,              0.0083566,              0.0083566,              0.0083566
                     85,                0.60769,                0.75239,                0.39065,                0.88064,                 0.8379,                0.74442,                0.74568,                0.52459,                 0.7796,                0.70705,                0.69255,                0.44635,                0.65649,                0.97678,                0.43481,                0.86803,              0.0083368,              0.0083368,              0.0083368
                     86,                0.60447,                0.78564,                0.39798,                0.87774,                0.84239,                0.74736,                0.75161,                0.52812,                0.77108,                0.69052,                0.68166,                0.44549,                0.64866,                0.92069,                0.43559,                0.86177,               0.008317,               0.008317,               0.008317
                     87,                0.59559,                  0.749,                0.38867,                0.87116,                0.84878,                 0.7436,                0.75694,                0.53737,                0.82155,                0.71364,                0.71092,                0.45314,                0.63441,                0.98825,                0.39042,                0.86621,              0.0082972,              0.0082972,              0.0082972
                     88,                0.60189,                0.75865,                0.38891,                0.87764,                 0.8235,                 0.7515,                0.74745,                 0.5415,                0.79123,                0.71772,                0.71449,                0.46131,                0.65066,                0.99941,                0.43726,                0.87044,              0.0082774,              0.0082774,              0.0082774
                     89,                0.59622,                0.76175,                0.39033,                 0.8721,                0.80264,                0.73758,                0.73219,                0.52047,                0.74385,                0.69218,                0.68476,                0.43488,                0.64614,                0.95087,                0.45802,                0.86518,              0.0082576,              0.0082576,              0.0082576
                     90,                0.58613,                0.73807,                0.38025,                0.86343,                0.83464,                0.74494,                0.75589,                0.53598,                0.77794,                 0.7028,                 0.6982,                0.44121,                0.64951,                0.98277,                0.40665,                0.86411,              0.0082378,              0.0082378,              0.0082378
                     91,                 0.5937,                0.75279,                0.38717,                0.87074,                0.81064,                0.72781,                0.74942,                0.53459,                0.77948,                 0.6931,                0.71122,                0.44766,                0.64342,                 0.9417,                0.41747,                0.86815,               0.008218,               0.008218,               0.008218
                     92,                 0.5882,                0.75719,                0.38056,                0.87464,                0.82773,                0.72863,                0.75018,                0.52582,                0.79488,                0.68735,                0.70708,                0.43429,                0.66694,                 1.0762,                 0.4453,                0.88411,              0.0081982,              0.0081982,              0.0081982
                     93,                0.59759,                0.73246,                0.38428,                0.87186,                0.80109,                0.73719,                  0.756,                0.54268,                0.77113,                0.71448,                0.72543,                0.45018,                0.65074,                 0.9594,                0.41497,                0.87387,              0.0081784,              0.0081784,              0.0081784
                     94,                0.59012,                0.75556,                0.37958,                0.87472,                0.84998,                0.72606,                 0.7439,                0.52613,                 0.7836,                0.68052,                0.68329,                0.43773,                0.63174,                0.97594,                0.43438,                0.86118,              0.0081586,              0.0081586,              0.0081586
                     95,                0.59028,                0.73988,                0.38264,                0.87404,                0.82578,                0.72364,                0.74152,                0.53073,                0.74752,                0.67849,                0.67464,                0.43898,                0.63323,                0.92732,                0.43834,                0.86911,              0.0081388,              0.0081388,              0.0081388
                     96,                0.58717,                0.73147,                0.37987,                0.87204,                 0.8099,                0.73402,                0.74589,                0.53227,                0.76157,                0.69278,                0.69453,                0.42434,                0.63706,                0.97762,                0.42666,                0.86765,               0.008119,               0.008119,               0.008119
                     97,                 0.5894,                0.76204,                0.37586,                0.86904,                0.82984,                0.72347,                 0.7484,                0.53471,                0.78576,                 0.6654,                0.69528,                0.43489,                0.64033,                  1.003,                0.45061,                0.87045,              0.0080992,              0.0080992,              0.0080992
                     98,                0.58476,                0.73313,                0.37739,                0.86868,                0.79891,                 0.7379,                 0.7507,                0.54266,                0.78659,                0.70844,                0.71879,                0.45051,                0.63964,                0.94354,                0.41679,                0.86854,              0.0080794,              0.0080794,              0.0080794
                     99,                0.58682,                0.74331,                0.37244,                0.87584,                0.83264,                0.74508,                0.75334,                 0.5429,                0.74962,                0.69445,                 0.6944,                0.44342,                0.67914,                0.97797,                0.44524,                0.88296,              0.0080596,              0.0080596,              0.0080596
                    100,                0.58374,                0.72771,                 0.3719,                0.86785,                 0.8429,                0.70722,                0.74199,                0.53253,                0.79758,                0.66811,                0.69949,                0.44016,                0.64422,                0.98473,                0.46756,                0.87291,              0.0080398,              0.0080398,              0.0080398
                    101,                0.58109,                0.74907,                0.37354,                0.87469,                0.79482,                0.72988,                0.72902,                0.51653,                0.74785,                0.69147,                0.67472,                0.43093,                 0.6511,                0.98492,                  0.443,                 0.8739,                0.00802,                0.00802,                0.00802
                    102,                0.58396,                0.74676,                 0.3732,                0.86907,                0.79536,                0.73746,                0.74887,                0.53545,                0.76828,                0.64929,                0.68574,                0.44588,                 0.6613,                0.94126,                0.45404,                0.87644,              0.0080002,              0.0080002,              0.0080002
                    103,                0.56783,                0.73149,                0.36602,                0.87107,                0.80893,                0.70215,                0.73819,                0.53007,                0.71062,                0.67971,                0.68623,                0.43408,                 0.6284,                0.98233,                 0.4583,                0.86499,              0.0079804,              0.0079804,              0.0079804
                    104,                0.57722,                0.74913,                0.36801,                0.86442,                0.83257,                0.74487,                0.75852,                0.54708,                0.77692,                 0.6991,                0.70234,                0.44362,                0.61955,                0.95408,                0.39294,                0.86251,              0.0079606,              0.0079606,              0.0079606
                    105,                0.57266,                0.72019,                0.36712,                0.86901,                0.84676,                0.75882,                0.75997,                0.53541,                 0.7779,                0.70493,                0.69069,                0.44131,                0.64079,                0.98376,                0.38793,                0.86463,              0.0079408,              0.0079408,              0.0079408
                    106,                0.57455,                 0.7267,                0.36729,                0.86537,                0.77473,                0.72166,                0.74365,                0.52872,                0.72234,                0.67923,                0.69309,                0.43247,                0.63196,                0.94309,                0.46719,                0.86259,               0.007921,               0.007921,               0.007921
                    107,                0.57317,                0.75158,                0.36521,                0.86634,                0.79274,                0.74423,                 0.7433,                0.52684,                0.80162,                0.67328,                0.68955,                0.44162,                0.65119,                0.92494,                0.42532,                 0.8675,              0.0079012,              0.0079012,              0.0079012
                    108,                0.57025,                0.73544,                0.36222,                0.86396,                0.85912,                0.73218,                0.75014,                0.53495,                0.81125,                0.70103,                0.71909,                0.45765,                0.63431,                0.97741,                0.40627,                0.86284,              0.0078814,              0.0078814,              0.0078814
                    109,                0.57719,                0.72195,                0.36509,                0.86987,                0.83659,                0.74893,                0.75089,                0.54028,                0.79108,                0.70197,                 0.6982,                0.44634,                0.64734,                0.95249,                0.44159,                0.86666,              0.0078616,              0.0078616,              0.0078616
                    110,                0.57696,                0.72794,                0.36898,                0.87408,                0.81733,                0.74326,                0.75141,                0.54292,                0.78629,                0.70641,                0.71208,                0.45346,                0.62831,                 0.9926,                0.44222,                0.86311,              0.0078418,              0.0078418,              0.0078418
